timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1604170809451,210,get login page,200,OK,Thread Group 1-1,text,true,,112077,2349,1,1,http://localhost/blog/Account/login.aspx,32,0,23
1604170809451,35,get login page-0,200,OK,Thread Group 1-1,text,true,,4750,386,1,1,http://localhost/blog/Account/login.aspx,32,0,23
1604170809535,126,get login page-1,200,OK,Thread Group 1-1,text,true,,5167,399,1,1,"http://fonts.googleapis.com/css?family=Roboto:400,500",123,0,37
1604170809535,3,get login page-2,200,OK,Thread Group 1-1,text,true,,5899,387,1,1,http://localhost/blog/Account/account.css,3,0,2
1604170809535,3,get login page-3,200,OK,Thread Group 1-1,text,true,,84686,395,1,1,http://localhost/blog/Scripts/jquery-2.1.4.min.js,3,0,0
1604170809536,2,get login page-4,200,OK,Thread Group 1-1,text,true,,4089,386,1,1,http://localhost/blog/Account/account.js,2,0,1
1604170809535,3,get login page-5,200,OK,Thread Group 1-1,bin,true,,7486,396,1,1,http://localhost/blog/Content/images/blog/logo.png,3,0,2
1604170809789,734,login procedure,200,OK,Thread Group 1-1,text,true,,347513,26390,1,1,http://localhost/blog/,5,0,0
1604170809789,5,login procedure-0,302,Found,Thread Group 1-1,text,true,,1164,1093,1,1,http://localhost/blog/Account/login.aspx,5,0,0
1604170809796,11,login procedure-1,200,OK,Thread Group 1-1,text,true,,34955,1217,1,1,http://localhost/blog/,11,0,0
1604170809838,10,login procedure-2,200,OK,Thread Group 1-1,text,true,,5349,1240,1,1,http://localhost/blog/Content/Auto/Global.css,10,0,0
1604170809837,686,login procedure-3,200,OK,Thread Group 1-1,text,true,,10090,482,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",684,0,591
1604170809838,1,login procedure-4,200,OK,Thread Group 1-1,text,true,,25636,1254,1,1,http://localhost/blog/Custom/Themes/Standard/css/styles.css,1,0,0
1604170809838,1,login procedure-5,200,OK,Thread Group 1-1,bin,true,,3929,1251,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,1,0,0
1604170809838,2,login procedure-6,200,OK,Thread Group 1-1,text,true,,6323,1260,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,2,0,0
1604170809838,2,login procedure-7,200,OK,Thread Group 1-1,text,true,,2887,1268,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,2,0,1
1604170809839,6,login procedure-8,200,OK,Thread Group 1-1,text,true,,1421,1230,1,1,http://localhost/blog/en-us.res.axd,6,0,0
1604170809845,2,login procedure-9,200,OK,Thread Group 1-1,text,true,,92937,1252,1,1,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,2,0,0
1604170809846,1,login procedure-10,200,OK,Thread Group 1-1,text,true,,2532,1249,1,1,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,1,0,0
1604170809848,2,login procedure-11,200,OK,Thread Group 1-1,text,true,,10009,1253,1,1,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,1,0,0
1604170809848,1,login procedure-12,200,OK,Thread Group 1-1,text,true,,3068,1245,1,1,http://localhost/blog/Scripts/Auto/05-json2.min.js,0,0,0
1604170809849,1,login procedure-13,200,OK,Thread Group 1-1,text,true,,24753,1237,1,1,http://localhost/blog/Scripts/Auto/blog.js,1,0,0
1604170809850,1,login procedure-14,200,OK,Thread Group 1-1,text,true,,15351,1238,1,1,http://localhost/blog/Scripts/App/widget.js,1,0,0
1604170809850,2,login procedure-15,200,OK,Thread Group 1-1,text,true,,30406,1261,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,2,0,0
1604170809853,5,login procedure-16,200,OK,Thread Group 1-1,text,true,,44438,1260,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,5,0,0
1604170809854,1,login procedure-17,200,OK,Thread Group 1-1,text,true,,2730,1266,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,1,0,0
1604170809854,3,login procedure-18,200,OK,Thread Group 1-1,text,true,,2141,1257,1,1,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,3,0,0
1604170809856,4,login procedure-19,200,OK,Thread Group 1-1,text,true,,23342,1327,1,1,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,4,0,0
1604170809858,2,login procedure-20,200,OK,Thread Group 1-1,bin,true,,839,1250,1,1,http://localhost/blog/Content/images/blog/rssButton.png,2,0,0
1604170809858,126,login procedure-21,200,OK,Thread Group 1-1,bin,true,,1475,500,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,126,0,63
1604170809858,128,login procedure-22,200,OK,Thread Group 1-1,bin,true,,1738,500,1,1,http://www.gravatar.com/avatar/2fa808609fde06076e7121ee7861fbf6.jpg?d=identicon,128,0,64
1604170810658,99,profile,200,OK,Thread Group 1-1,text,true,,726592,9926,1,1,http://localhost/blog/admin/#/security/profile,2,0,0
1604170810658,2,profile-0,200,OK,Thread Group 1-1,text,true,,6604,1148,1,1,http://localhost/blog/admin/#/security/profile,2,0,0
1604170810662,95,profile-1,200,OK,Thread Group 1-1,text,true,,7496,403,1,1,"http://fonts.googleapis.com/css?family=Roboto:300,400,500",91,0,0
1604170810662,3,profile-2,200,OK,Thread Group 1-1,text,true,,154662,1205,1,1,http://localhost/blog/Content/admincss?v=DLFtuUEdbdFJ3l3-BI2Ol0kPGJClzu9gDf3nqkFRVj41,3,0,0
1604170810662,3,profile-3,200,OK,Thread Group 1-1,text,true,,121984,1184,1,1,http://localhost/blog/admin/themes/standard/css/styles.css?ver=4,2,0,0
1604170810662,1,profile-4,304,Not Modified,Thread Group 1-1,,true,,132,1261,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,0,0,0
1604170810662,2,profile-5,200,OK,Thread Group 1-1,text,true,,45409,1161,1,1,http://localhost/blog/admin/admin.res.axd,2,0,0
1604170810663,0,profile-6,200,OK,Thread Group 1-1,bin,true,,6254,1174,1,1,http://localhost/blog/Content/images/blog/noavatar.jpg,0,0,0
1604170810664,0,profile-7,200,OK,Thread Group 1-1,bin,true,,4739,1184,1,1,http://localhost/blog/admin/themes/standard/img/logo-sidebar.png,0,0,0
1604170810664,3,profile-8,200,OK,Thread Group 1-1,text,true,,379312,1206,1,1,http://localhost/blog/scripts/blogadmin?v=xP4AFL0KHPnGbgjDcx0BR_kpa2YFKCUXzLcC4C2awJk1,2,0,0
1604170810812,1,profile view,200,OK,Thread Group 1-1,text,true,,5340,1053,1,1,http://localhost/blog/admin/app/security/profile/profileView.html,1,0,0
1604170810815,3,editor,200,OK,Thread Group 1-1,text,true,,678,1081,1,1,http://localhost/blog/api/users/editor,3,0,0
1604170810821,3,profile,200,OK,Thread Group 1-1,text,true,,231,1120,1,1,http://localhost/blog/api/customfields?filter=CustomType+%3D%3D+%22PROFILE%22,3,0,0
1604170810825,1,view post,200,OK,Thread Group 1-1,text,true,,6084,1047,1,1,http://localhost/blog/admin/app/content/posts/postView.html,1,0,0
1604170810828,44,get post,200,OK,Thread Group 1-1,text,true,,252019,1088,1,1,http://localhost/blog/api/posts?take=0&skip=0,43,0,0
1604170810888,97,edit post,200,OK,Thread Group 1-1,text,true,,775604,12667,1,1,http://localhost/blog/admin/app/editor/editpost.cshtml,2,0,0
1604170810888,2,edit post-0,200,OK,Thread Group 1-1,text,true,,20551,1174,1,1,http://localhost/blog/admin/app/editor/editpost.cshtml,2,0,0
1604170810894,91,edit post-1,200,OK,Thread Group 1-1,text,true,,7496,453,1,1,"http://fonts.googleapis.com/css?family=Roboto:300,400,500",90,0,0
1604170810894,3,edit post-2,304,Not Modified,Thread Group 1-1,,true,,160,1255,1,1,http://localhost/blog/Content/admincss?v=DLFtuUEdbdFJ3l3-BI2Ol0kPGJClzu9gDf3nqkFRVj41,0,0,0
1604170810894,1,edit post-3,304,Not Modified,Thread Group 1-1,,true,,205,1269,1,1,http://localhost/blog/admin/themes/standard/css/styles.css?ver=4,0,0,0
1604170810894,0,edit post-4,304,Not Modified,Thread Group 1-1,,true,,132,1261,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,0,0,0
1604170810894,2,edit post-5,200,OK,Thread Group 1-1,text,true,,45409,1172,1,1,http://localhost/blog/admin/app/editor/admin.res.axd,1,0,0
1604170810894,1,edit post-6,304,Not Modified,Thread Group 1-1,,true,,132,1259,1,1,http://localhost/blog/Content/images/blog/noavatar.jpg,0,0,0
1604170810894,1,edit post-7,304,Not Modified,Thread Group 1-1,,true,,132,1269,1,1,http://localhost/blog/admin/themes/standard/img/logo-sidebar.png,0,0,0
1604170810895,3,edit post-8,200,OK,Thread Group 1-1,text,true,,374142,1204,1,1,http://localhost/blog/scripts/wysiwyg?v=GVduPfY5tyIFglWNPtdPkna-dC_JxfW2kMSgqxcIH1g1,2,0,0
1604170810895,3,edit post-9,200,OK,Thread Group 1-1,text,true,,325737,1178,1,1,http://localhost/blog/admin/editors/tinymce/tinymce.min.js,2,0,0
1604170810895,2,edit post-10,200,OK,Thread Group 1-1,text,true,,1508,1173,1,1,http://localhost/blog/admin/editors/tinymce/editor.js,2,0,0
1604170810987,3,lookups,200,OK,Thread Group 1-1,text,true,,3774,1076,1,1,http://localhost/blog/api/lookups,3,0,0
1604170810992,2,apitags,200,OK,Thread Group 1-1,text,true,,335,1087,1,1,http://localhost/blog/api/tags?take=0&skip=0,2,0,0
1604170811067,9,posts 1,201,Created,Thread Group 1-1,text,true,,1303,1933,1,1,http://localhost/blog/api/posts,9,0,0
1604170811078,1,custom fields,404,Not Found,Thread Group 1-1,text,false,,6113,1148,1,1,http://localhost/blog/api/customfields,1,0,0
1604170811256,158,get post,200,OK,Thread Group 1-1,text,true,,43035,26422,1,1,http://localhost/blog/post/fkeuzgmxob,22,0,0
1604170811256,22,get post-0,200,OK,Thread Group 1-1,text,true,,26735,1157,1,1,http://localhost/blog/post/fkeuzgmxob,22,0,0
1604170811283,1,get post-1,304,Not Modified,Thread Group 1-1,,true,,132,1250,1,1,http://localhost/blog/Content/Auto/Global.css,0,0,0
1604170811283,95,get post-2,200,OK,Thread Group 1-1,text,true,,10090,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",89,0,0
1604170811284,0,get post-3,304,Not Modified,Thread Group 1-1,,true,,132,1264,1,1,http://localhost/blog/Custom/Themes/Standard/css/styles.css,0,0,0
1604170811284,1,get post-4,304,Not Modified,Thread Group 1-1,,true,,132,1261,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,0,0,0
1604170811283,1,get post-5,304,Not Modified,Thread Group 1-1,,true,,132,1270,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1604170811283,1,get post-6,304,Not Modified,Thread Group 1-1,,true,,132,1278,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1604170811284,4,get post-7,304,Not Modified,Thread Group 1-1,,true,,276,1184,1,1,http://localhost/blog/en-us.res.axd,0,0,0
1604170811284,1,get post-8,304,Not Modified,Thread Group 1-1,,true,,131,1261,1,1,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1604170811284,1,get post-9,304,Not Modified,Thread Group 1-1,,true,,131,1258,1,1,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,0,0,0
1604170811285,0,get post-10,304,Not Modified,Thread Group 1-1,,true,,131,1262,1,1,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1604170811285,1,get post-11,304,Not Modified,Thread Group 1-1,,true,,131,1254,1,1,http://localhost/blog/Scripts/Auto/05-json2.min.js,0,0,0
1604170811285,0,get post-12,304,Not Modified,Thread Group 1-1,,true,,131,1246,1,1,http://localhost/blog/Scripts/Auto/blog.js,0,0,0
1604170811286,0,get post-13,304,Not Modified,Thread Group 1-1,,true,,131,1247,1,1,http://localhost/blog/Scripts/App/widget.js,0,0,0
1604170811286,1,get post-14,304,Not Modified,Thread Group 1-1,,true,,132,1271,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1604170811286,1,get post-15,304,Not Modified,Thread Group 1-1,,true,,132,1270,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,0,0,1
1604170811286,0,get post-16,304,Not Modified,Thread Group 1-1,,true,,132,1276,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1604170811287,0,get post-17,304,Not Modified,Thread Group 1-1,,true,,132,1267,1,1,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,0,0,0
1604170811287,2,get post-18,304,Not Modified,Thread Group 1-1,,true,,245,1302,1,1,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637322025772739184,0,0,0
1604170811288,2,get post-19,200,OK,Thread Group 1-1,bin,true,,2833,1177,1,1,http://localhost/blog/Content/images/blog/ajax-loader.gif,2,0,0
1604170811288,1,get post-20,304,Not Modified,Thread Group 1-1,,true,,132,1260,1,1,http://localhost/blog/Content/images/blog/rssButton.png,0,0,0
1604170811288,64,get post-21,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,0
1604170811289,125,get post-22,304,Not Modified,Thread Group 1-1,,true,,375,475,1,1,http://www.gravatar.com/avatar/2fa808609fde06076e7121ee7861fbf6.jpg?d=identicon,0,0,63
1604170811416,12,posts 1,201,Created,Thread Group 1-1,text,true,,1298,1928,1,1,http://localhost/blog/api/posts,12,0,0
1604170811429,1,custom fields,404,Not Found,Thread Group 1-1,text,false,,6113,1148,1,1,http://localhost/blog/api/customfields,1,0,0
1604170811436,8,posts 2,201,Created,Thread Group 1-1,text,true,,874,1505,1,1,http://localhost/blog/api/posts,8,0,0
1604170811446,1,custom fields,404,Not Found,Thread Group 1-1,text,false,,6113,1148,1,1,http://localhost/blog/api/customfields,1,0,0
1604170811532,123,get post,200,OK,Thread Group 1-1,text,true,,39816,26507,1,1,http://localhost/blog/post/kuvrpsuhnt,26,0,0
1604170811532,26,get post-0,200,OK,Thread Group 1-1,text,true,,26217,1157,1,1,http://localhost/blog/post/kuvrpsuhnt,26,0,0
1604170811563,1,get post-1,304,Not Modified,Thread Group 1-1,,true,,132,1250,1,1,http://localhost/blog/Content/Auto/Global.css,0,0,0
1604170811563,92,get post-2,200,OK,Thread Group 1-1,text,true,,10090,457,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",85,0,0
1604170811563,1,get post-3,304,Not Modified,Thread Group 1-1,,true,,132,1264,1,1,http://localhost/blog/Custom/Themes/Standard/css/styles.css,0,0,0
1604170811563,1,get post-4,304,Not Modified,Thread Group 1-1,,true,,132,1261,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,0,0,1
1604170811563,1,get post-5,304,Not Modified,Thread Group 1-1,,true,,132,1270,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,0,0,1
1604170811563,0,get post-6,304,Not Modified,Thread Group 1-1,,true,,132,1278,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1604170811564,1,get post-7,304,Not Modified,Thread Group 1-1,,true,,276,1184,1,1,http://localhost/blog/en-us.res.axd,0,0,0
1604170811564,1,get post-8,304,Not Modified,Thread Group 1-1,,true,,131,1261,1,1,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1604170811564,1,get post-9,304,Not Modified,Thread Group 1-1,,true,,131,1258,1,1,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,0,0,0
1604170811564,1,get post-10,304,Not Modified,Thread Group 1-1,,true,,131,1262,1,1,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1604170811565,1,get post-11,304,Not Modified,Thread Group 1-1,,true,,131,1254,1,1,http://localhost/blog/Scripts/Auto/05-json2.min.js,0,0,0
1604170811565,0,get post-12,304,Not Modified,Thread Group 1-1,,true,,131,1246,1,1,http://localhost/blog/Scripts/Auto/blog.js,0,0,0
1604170811565,1,get post-13,304,Not Modified,Thread Group 1-1,,true,,131,1247,1,1,http://localhost/blog/Scripts/App/widget.js,0,0,0
